"","brand","phone","Status","release_year","release_quarter","headphone_jacks","composer","MP3","monophonic","polyphonic","wav","vibration","acc","bluetooth","browser_type","GPS","Java","SMS","MMS","IM","Email","Push_Email","Thread","Radio","Resolution","Screen_size","talk_time","weight_in_g","Keyboard","Primary","Secondary"
"55","Acer","Iconia Tab A510","Available",2012,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","No","No","Yes","Yes","Yes","No","No",1184,10.1,900,680,"None",5,1
"56","Acer","Iconia Tab A511","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",1184,10.1,900,777,"None",5,1
"57","Acer","Iconia Tab A700","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","No","No","Yes","Yes","Yes","No","No",330,10.1,600,665,"None",5,0
"58","Acer","Iconia Tab A701","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",330,10.1,720,667,"None",5,0
"59","Acer","Iconia Tab B1-A71","Available",2013,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","No","No","Yes","Yes","Yes","No","No",188,7,0,320,"None",0.3,0
"60","Acer","Liquid","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",3256,3.5,300,135,"None",5,0
"61","Acer","Liquid E","Available",2010,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",3256,3.5,300,135,"None",5,0
"62","Acer","Liquid Express E320","Available",2011,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2204,3.5,480,138,"None",5,0
"63","Acer","Liquid Gallant Duo","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3690,4.3,0,145,"None",5,0
"64","Acer","Liquid Gallant E350","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3690,4.3,0,145,"None",5,0
"65","Acer","Liquid Glow E330","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",3256,3.7,0,125,"None",5,0
"66","Acer","Liquid mini E310","Available",2011,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2204,3.2,480,108,"None",5,0
"67","Acer","Liquid mt","Available",2010,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No",3256,3.6,660,135,"None",5,0
"68","Acer","Liquid Z110","Available",2012,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",2204,3.5,300,100,"None",3.15,0
"69","Acer","neoTouch","Discontinued",NA,"","Yes","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3256,3.8,300,130,"None",5,0
"70","Acer","neoTouch P300","Available",2010,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No",1700,3.2,240,130.6,"QWERTY",3.15,0
"71","Acer","neoTouch P400","Available",2010,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2204,3.2,300,125,"None",3.15,0
"72","Acer","Stream","Available",2010,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,3.7,300,140,"None",5,0
"73","Acer","beTouch E100","Discontinued",NA,"","No","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",1700,3.2,300,118,"None",2,0
"74","Acer","beTouch E101","Discontinued",NA,"","No","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",1700,3.2,300,118,"None",2,0
"75","Acer","DX650","Discontinued",NA,"","No","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",1496,2.8,240,133,"None",2,0
"76","Acer","DX900","Discontinued",NA,"","No","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","No","No","No",2860,2.8,600,147,"None",3.15,0
"77","Acer","F900","Discontinued",NA,"","No","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,3.8,240,150,"None",3.15,0
"78","Acer","M900","Discontinued",NA,"","No","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3256,3.8,240,188,"QWERTY",5,0
"79","Acer","X960","Discontinued",NA,"","No","No","Yes","No","Yes","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",2860,2.8,280,131.5,"None",3.15,0
"80","Alcatel","2005","Available",2014,"","No","No","No","No","Yes","No","Yes","No","yes","None","No","No","Yes","No","No","No","No","No","Yes",1496,2.4,840,85,"None",2,0
"81","Alcatel","2010","Available",2014,"","Yes","No","No","No","Yes","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",1496,2.4,360,95,"None",2,0
"82","Alcatel","2012","Available",2014,"","Yes","No","No","No","Yes","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",1496,2.8,360,98,"None",3.15,0
"83","Alcatel","2040","Available",2014,"","Yes","No","No","No","Yes","No","Yes","No","no","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",1496,2.4,480,77.9,"None",0.3,0
"84","Alcatel","2052","Available",2014,"","Yes","No","No","No","Yes","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",360,1.8,180,74,"None",0.3,0
"85","Alcatel","Fire C 2G","Available",2014,"Q4","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","No","No","Yes","No","Yes","Yes","No","Yes","Yes",2204,3.5,420,93,"None",1.3,0
"86","Alcatel","Hero 2","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,6,930,175,"None",13.1,5
"87","Alcatel","Hero 8","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",360,8,0,310,"None",5,2
"88","Alcatel","Idol 3 (4.7)","Available",2015,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.7,0,0,"None",13,5
"89","Alcatel","Idol 3 (5.5)","Available",2015,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,5.5,780,0,"None",13,8
"90","Alcatel","One Touch Pixi 2","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2204,3.5,350,100,"None",2,0
"91","Alcatel","Orange Klif","Available",2015,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes",2204,3.5,420,0,"None",2,0
"92","Alcatel","Pixi 3 (3.5)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2204,3.5,420,0,"None",2,0
"93","Alcatel","Pixi 3 (3.5) Firefox","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",2204,3.5,420,0,"None",2,0
"94","Alcatel","Pixi 3 (4.5)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3388,4.5,600,0,"None",5,0
"95","Alcatel","Pixi 3 (4)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3256,4,500,0,"None",2,0
"96","Alcatel","Pixi 3 (5.5)","Available",2015,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3690,5.5,0,0,"None",8,2
"97","Alcatel","Pixi 3 (5.5) LTE","Available",2015,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",714,5.5,0,0,"None",5,2
"98","Alcatel","Pixi 3 (5)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",3388,5,660,0,"None",5,2
"99","Alcatel","Pixi 3 (7)","Available",2015,"Q2","Yes","No","No","No","No","No","No","No","yes","HTML","No","Yes","No","No","Yes","Yes","Yes","No","No",188,7,0,260,"None",2,0
"100","Alcatel","Pixi 3 (7) 3G","Available",2015,"Q2","Yes","No","Yes","No","No","No","No","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",188,7,0,260,"None",2,0
"101","Alcatel","Pixi 3 (7) LTE","Available",2015,"Q2","Yes","No","Yes","No","No","No","No","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",188,7,0,260,"None",2,0
"102","Alcatel","Pixi 3 (8) 3G","Available",2015,"Q2","Yes","No","Yes","No","No","No","No","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",770,8,0,335,"None",2,0
"103","Alcatel","Pixi 8","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","no","HTML","Yes","Yes","No","No","Yes","Yes","Yes","No","No",770,8,0,325,"None",0.3,0
"104","Alcatel","POP 10","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",770,9.6,0,380,"None",5,2
"105","Alcatel","Pop 2 (4.5)","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,480,147,"None",5,0
"106","Alcatel","Pop 2 (4.5) Dual SIM","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,480,147,"None",5,0
"107","Alcatel","Pop 2 (4)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,360,125,"None",3.15,0
"108","Alcatel","Pop 2 (5)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,500,174,"None",5,0
"109","Alcatel","Pop 2 (5) Premium","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,720,151,"None",8,2
"110","Alcatel","POP 8S","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","No","No","Yes","Yes","Yes","No","No",770,8,0,327,"None",5,3
"111","Alcatel","Pop C2","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,810,116,"None",3.15,0
"112","Alcatel","Pop D1","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2204,3.5,400,101,"None",2,0
"113","Alcatel","Pop D3","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,540,114,"None",5,0
"114","Alcatel","Pop D5","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,600,150,"None",5,0
"115","Alcatel","Pop Icon","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5,780,149,"None",5,0
"116","Alcatel","2000","Available",2013,"Q4","Yes","No","No","No","Yes","No","Yes","No","yes","None","No","No","Yes","Yes","No","No","No","No","Yes",1496,2.4,420,89,"None",0,0
"117","Alcatel","2001","Available",2013,"Q4","Yes","No","No","No","Yes","No","Yes","No","yes","None","No","No","Yes","Yes","No","No","No","No","Yes",1496,2.4,420,89,"None",2,0
"118","Alcatel","Fire 7","Available",2014,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","No","No","No","No","Yes","Yes","No","No","Yes",3690,7,0,285,"None",0.3,0
"119","Alcatel","Fire C","Available",2014,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes",2204,3.5,400,100,"None",0.3,0
"120","Alcatel","Fire E","Available",2014,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes",3690,4.5,420,103,"None",5,0
"121","Alcatel","Fire S","Discontinued",NA,"","Yes","No","Yes","No","No","No","Yes","No","yes","HTML","Yes","No","Yes","No","Yes","Yes","No","Yes","Yes",3690,4.5,0,126,"None",5,2
"122","Alcatel","Hero","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,6,1200,177.6,"None",13,2
"123","Alcatel","Idol 2","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",3690,5,900,128,"None",8,2
"124","Alcatel","Idol 2 Mini","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,4.5,720,110,"None",8,0
"125","Alcatel","Idol 2 Mini S","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,4.5,540,116,"None",8,2
"126","Alcatel","Idol 2 S","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",714,5,630,126,"None",8,1.3
